-4727.104894879929,-4637.950632988548,4995.379604174706,-4601.011880968537,-4324.967910825464,-4675.667116283046,-4479.49800735242,-4474.815594625034,-4907.0344616870425,4896.380340658428,
-4460.650122566571,-4855.076625589121,-4957.68071428519,-4601.640713316927,-4298.678922997744,-4588.328622828543,-4335.6236099765665,4959.045153328518,-4812.411495571447,-4246.855311604988,
-4374.471157622713,-4974.170444395932,-4995.151688077443,-4200.471255192839,-4690.350851558804,-4678.724532228036,-4751.660089638506,-4711.5057415979245,4962.983785437604,-4395.880725871379,
-4842.462136179165,-4409.489795276269,-4185.631465822182,-4153.580305214113,-4501.984340894458,-4917.046313852843,-4840.634313906732,-4882.846413547712,4981.08135028132,-4181.574099836362,
-4290.5105974328035,-4148.094653253633,-4111.013865966888,-4457.638172776395,-4460.9814635536895,-4095.7261107719532,-4482.578817341549,-4589.233264524912,-4744.306106561635,-4292.991032462756,
-4332.419023636336,-4875.774703584568,-4156.4269278657885,4925.710376157143,-4204.414485442525,-4102.383583228526,4918.854610455755,-4454.725267308953,-4618.019254254716,-4400.6011169692065,
4950.634723937206,-4250.295440106376,4972.831243310424,-4946.931119027038,-4120.665372547883,-4455.273841035159,-4379.33207400977,-4759.004844064199,4983.14332529688,-4528.891526069565,
4858.668297374572,-4514.218154417191,-4263.367517385821,-4523.539646382982,-4799.966738391973,4990.600713241563,-4298.181216349898,-4261.069030961444,-4562.638247709561,-4168.120014978762,
-4589.907695730755,-4139.3294061664055,-4159.072001683831,4913.968886595869,-4614.444129212134,-4989.1949132352165,-4390.394571915342,-4861.563471466725,-4419.858741974298,-4387.813910477053,
-4665.920472070182,-4667.952857766257,-4712.834009808794,-4889.0841364597,4923.531686014796,-4693.812558643011,4973.679069073472,4922.798716849831,-4330.07254466282,-4340.135081554719,
-4443.765794676103,-4262.954356114104,-4245.604454977511,-4260.637253417124,-4811.281568262566,-4808.619717484529,-4980.857628894577,-4768.755826072724,-4908.52240846616,-4132.933253930605,
-4506.586517688891,-4166.471206759525,-4864.261298361074,-4463.140669626373,-4419.098139163645,-4645.459313579791,4940.829190965809,-4457.725904219507,-4931.196901869102,-4615.071555968796,
-4417.30698630384,-4673.617675800066,-4698.082554321343,-4676.642940163569,-4753.796362438545,-4614.474148869238,-4928.744140467796,-4778.915724954175,-4465.175440269479,-4525.100628302505,
-4853.061731332404,-4634.141233614486,-4878.140953184295,-4830.622437760772,-4702.887419667983,-4795.838966099851,-4805.248318624406,-4415.141136527134,-4478.961438671176,-4681.700103005234,
-4678.490456678162,-4213.854397922361,4979.318241553798,-4662.471367028847,-4801.557636338941,-4819.069590701794,-4600.673207617787,-4448.7608852878475,-4743.110152034045,-4651.671110949785,
-4301.884146151788,-4687.78623465549,-4495.7478780014935,-4842.826424761515,-4293.059384041655,-4647.8010930200835,4957.87900586561,-4589.618154486947,4935.132353635223,-4286.178128473533,
-4258.359547563319,-4514.803444577221,-4282.0378699682915,-4841.021571370962,-4672.885464909094,-4323.224616914013,-4425.316674009271,-4925.5302431422315,-4864.419569986014,-4874.784904139538,
-4820.287754006524,-4604.057158062424,-4887.685257421414,-4563.040972193659,-4912.75758607623,-4558.776654949135,-4697.035000951102,-4340.71675858782,-4768.286628878515,-4521.976796374845,
-4777.096497089209,-4922.423117947721,-4388.345085336201,-4657.062786635666,-4565.092489346935,-4521.012802482073,-4320.671789353553,-4878.138514720093,-4689.113717451299,4910.836432548656,
-4481.336217535034,-4666.666222277752,-4419.511156822744,-4307.128965253549,-4888.456753811755,-4800.537797935613,-4156.388382947727,-4426.120070347635,-4523.01007277747,-4814.624565541584,
4993.2783136108865,-4287.298133471588,-4502.248788965822,-4186.010797805458,-4864.965142292625,-4162.548099064341,-4924.435169966382,-4410.629267840486,-4399.516237058866,-4207.522321843149,
-4673.773087982976,-4757.439680522613,-4441.969286312073,-4126.210391022338,-4713.013000302439,-4488.037559209231,-4412.446977868865,4873.637920467949,-4413.385054763363,-4946.966257457927,
-4923.610039706997,-4769.963418237006,-4371.360320224849,-4824.232095745232,-4221.145032934102,-4703.165895155238,-4194.740142035254,-4584.522623185374,-4915.33026975645,4992.4312203231475,
-4688.321861921184,-4630.122692268997,-4438.858005374743,-4278.4519378994155,-4778.633176019255,-4572.742459602843,-4473.807805656994,4987.46734021832,-4925.787936327353,-4090.894269276134,
-4861.503891571498,4964.404484300825,-4606.008527775135,-4542.767856224629,-4704.766159339415,-4557.628618578383,-4771.315751429953,-4708.8243939827225,-4342.304474053977,-4708.972525803794,
-4302.200211215604,-4246.953390979397,-4547.819920905473,-4664.033754219257,-4459.411551406913,-4792.958551381438,-4764.36150427915,-4316.421412148004,-4436.191061658625,-4786.273006797026,
-4318.789567701126,-4357.910679381297,4977.253823981688,4928.520542139837,-4966.417583442366,-4399.111784934488,-4921.690343868759,-4579.445813334736,4983.791144072844,-4943.074609312185,
-4620.95261823044,-4848.391108083262,-4490.158845951853,-4226.706164977004,-4839.699042480279,-4693.529546035643,-4258.1306199036335,-4709.516201818318,-4329.457162070394,-4608.292668157912,
4845.956576020757,-4269.19093762101,-4442.0436612468475,-4396.729645420986,-4576.11438340375,-4404.494913534218,-4646.095124768399,-4765.8856967694155,-4406.653326649292,-4572.7159589330695,
-4307.808067245482,-4408.116336895575,4911.993080081951,-4316.694928473051,-4240.922746670971,-4481.158594625027,-4519.241461674988,-4564.462637053526,-4579.4159119698015,-4961.021232163024,
-4776.031485066007,-4273.2158870469575,-4982.175149824427,-4510.852025364831,-4906.394899572901,-4948.169310293233,-4418.054732188073,-4957.199815747168,-4590.45931651369,-4422.2762338133325,
-4215.756320851811,-4954.4372549991385,-4692.716397827215,4851.480417480061,-4907.608079367739,-4776.338750949901,-4499.35050636642,-4605.086271510067,-4272.516022113108,-4659.124887137048,
